path,label
C:\Users\Minko\Desktop\DP\VisionPilot-XR\dataset\10 resize_64_fs0.9_is0.75\frame1765202866_det888_411_66181.png,10
C:\Users\Minko\Desktop\DP\VisionPilot-XR\dataset\10 resize_64_fs0.9_is0.75\frame1765202868_det652_640_68468.png,10
C:\Users\Minko\Desktop\DP\VisionPilot-XR\dataset\10 resize_64_fs0.9_is0.75\frame1765202868_det672_618_68715.png,10
C:\Users\Minko\Desktop\DP\VisionPilot-XR\dataset\10 resize_64_fs0.9_is0.75\frame1765202868_det676_582_68839.png,10
C:\Users\Minko\Desktop\DP\VisionPilot-XR\dataset\10 resize_64_fs0.9_is0.75\frame1765202868_det680_539_68955.png,10
C:\Users\Minko\Desktop\DP\VisionPilot-XR\dataset\10 resize_64_fs0.9_is0.75\frame1765202869_det682_532_69857.png,10
C:\Users\Minko\Desktop\DP\VisionPilot-XR\dataset\10 resize_64_fs0.9_is0.75\frame1765202869_det685_528_69732.png,10
C:\Users\Minko\Desktop\DP\VisionPilot-XR\dataset\10 resize_64_fs0.9_is0.75\frame1765202869_det687_528_69089.png,10
C:\Users\Minko\Desktop\DP\VisionPilot-XR\dataset\10 resize_64_fs0.9_is0.75\frame1765202869_det690_535_69228.png,10
C:\Users\Minko\Desktop\DP\VisionPilot-XR\dataset\10 resize_64_fs0.9_is0.75\frame1765202869_det694_528_69357.png,10
C:\Users\Minko\Desktop\DP\VisionPilot-XR\dataset\10 resize_64_fs0.9_is0.75\frame1765202869_det703_532_69497.png,10
C:\Users\Minko\Desktop\DP\VisionPilot-XR\dataset\10 resize_64_fs0.9_is0.75\frame1765202869_det705_527_69614.png,10
C:\Users\Minko\Desktop\DP\VisionPilot-XR\dataset\10 resize_64_fs0.9_is0.75\frame1765202870_det680_531_70001.png,10
C:\Users\Minko\Desktop\DP\VisionPilot-XR\dataset\10 resize_64_fs0.9_is0.75\frame1765202870_det683_514_70126.png,10
C:\Users\Minko\Desktop\DP\VisionPilot-XR\dataset\10 resize_64_fs0.9_is0.75\frame1765202870_det695_523_70246.png,10
C:\Users\Minko\Desktop\DP\VisionPilot-XR\dataset\10 resize_64_fs0.9_is0.75\frame1765202870_det704_529_70358.png,10
C:\Users\Minko\Desktop\DP\VisionPilot-XR\dataset\10 resize_64_fs0.9_is0.75\frame1765202870_det704_536_70499.png,10
C:\Users\Minko\Desktop\DP\VisionPilot-XR\dataset\10 resize_64_fs0.9_is0.75\frame1765202870_det710_547_70613.png,10
C:\Users\Minko\Desktop\DP\VisionPilot-XR\dataset\10 resize_64_fs0.9_is0.75\frame1765202870_det715_546_70750.png,10
C:\Users\Minko\Desktop\DP\VisionPilot-XR\dataset\10 resize_64_fs0.9_is0.75\frame1765202870_det739_549_70883.png,10
C:\Users\Minko\Desktop\DP\VisionPilot-XR\dataset\10 resize_64_fs0.9_is0.75\frame1765202870_det744_565_70996.png,10
C:\Users\Minko\Desktop\DP\VisionPilot-XR\dataset\10 resize_64_fs0.9_is0.75\frame1765202871_det737_560_71111.png,10
C:\Users\Minko\Desktop\DP\VisionPilot-XR\dataset\10 resize_64_fs0.9_is0.75\frame1765202871_det744_566_71997.png,10
C:\Users\Minko\Desktop\DP\VisionPilot-XR\dataset\10 resize_64_fs0.9_is0.75\frame1765202871_det749_556_71831.png,10
C:\Users\Minko\Desktop\DP\VisionPilot-XR\dataset\10 resize_64_fs0.9_is0.75\frame1765202871_det762_550_71443.png,10
C:\Users\Minko\Desktop\DP\VisionPilot-XR\dataset\10 resize_64_fs0.9_is0.75\frame1765202871_det770_557_71681.png,10
C:\Users\Minko\Desktop\DP\VisionPilot-XR\dataset\10 resize_64_fs0.9_is0.75\frame1765202871_det781_555_71332.png,10
C:\Users\Minko\Desktop\DP\VisionPilot-XR\dataset\10 resize_64_fs0.9_is0.75\frame1765202872_det728_564_72868.png,10
C:\Users\Minko\Desktop\DP\VisionPilot-XR\dataset\10 resize_64_fs0.9_is0.75\frame1765202873_det738_565_73011.png,10
C:\Users\Minko\Desktop\DP\VisionPilot-XR\dataset\10 resize_64_fs0.9_is0.75\frame1765202873_det741_563_73168.png,10
C:\Users\Minko\Desktop\DP\VisionPilot-XR\dataset\10 resize_64_fs0.9_is0.75\frame1765202873_det748_561_73295.png,10
C:\Users\Minko\Desktop\DP\VisionPilot-XR\dataset\10 resize_64_fs0.9_is0.75\frame1765202873_det750_557_73566.png,10
C:\Users\Minko\Desktop\DP\VisionPilot-XR\dataset\10 resize_64_fs0.9_is0.75\frame1765202873_det751_561_73712.png,10
C:\Users\Minko\Desktop\DP\VisionPilot-XR\dataset\10 resize_64_fs0.9_is0.75\frame1765202873_det751_562_73433.png,10
C:\Users\Minko\Desktop\DP\VisionPilot-XR\dataset\10 resize_64_fs0.9_is0.75\frame1765202873_det758_561_73954.png,10
C:\Users\Minko\Desktop\DP\VisionPilot-XR\dataset\10 resize_64_fs0.9_is0.75\frame1765202873_det760_564_73826.png,10
C:\Users\Minko\Desktop\DP\VisionPilot-XR\dataset\10 resize_64_fs0.9_is0.75\frame1765202874_det754_552_74686.png,10
C:\Users\Minko\Desktop\DP\VisionPilot-XR\dataset\10 resize_64_fs0.9_is0.75\frame1765202874_det770_560_74560.png,10
C:\Users\Minko\Desktop\DP\VisionPilot-XR\dataset\10 resize_64_fs0.9_is0.75\frame1765202874_det774_559_74318.png,10
C:\Users\Minko\Desktop\DP\VisionPilot-XR\dataset\10 resize_64_fs0.9_is0.75\frame1765202874_det774_565_74438.png,10
C:\Users\Minko\Desktop\DP\VisionPilot-XR\dataset\10 resize_64_fs0.9_is0.75\frame1765202875_det730_522_75875.png,10
C:\Users\Minko\Desktop\DP\VisionPilot-XR\dataset\10 resize_64_fs0.9_is0.75\frame1765202875_det741_531_75746.png,10
C:\Users\Minko\Desktop\DP\VisionPilot-XR\dataset\10 resize_64_fs0.9_is0.75\frame1765202875_det747_543_75442.png,10
C:\Users\Minko\Desktop\DP\VisionPilot-XR\dataset\10 resize_64_fs0.9_is0.75\frame1765202875_det750_532_75609.png,10
C:\Users\Minko\Desktop\DP\VisionPilot-XR\dataset\10 resize_64_fs0.9_is0.75\frame1765202875_det762_569_75057.png,10
C:\Users\Minko\Desktop\DP\VisionPilot-XR\dataset\10 resize_64_fs0.9_is0.75\frame1765202876_det690_492_76598.png,10
C:\Users\Minko\Desktop\DP\VisionPilot-XR\dataset\10 resize_64_fs0.9_is0.75\frame1765202876_det691_500_76437.png,10
C:\Users\Minko\Desktop\DP\VisionPilot-XR\dataset\10 resize_64_fs0.9_is0.75\frame1765202876_det697_481_76735.png,10
C:\Users\Minko\Desktop\DP\VisionPilot-XR\dataset\10 resize_64_fs0.9_is0.75\frame1765202876_det698_506_76298.png,10
C:\Users\Minko\Desktop\DP\VisionPilot-XR\dataset\10 resize_64_fs0.9_is0.75\frame1765202876_det704_512_76147.png,10
C:\Users\Minko\Desktop\DP\VisionPilot-XR\dataset\10 resize_64_fs0.9_is0.75\frame1765202876_det716_477_76873.png,10
C:\Users\Minko\Desktop\DP\VisionPilot-XR\dataset\10 resize_64_fs0.9_is0.75\frame1765202876_det716_517_76018.png,10
C:\Users\Minko\Desktop\DP\VisionPilot-XR\dataset\10 resize_64_fs0.9_is0.75\frame1765202876_det736_461_76985.png,10
C:\Users\Minko\Desktop\DP\VisionPilot-XR\dataset\10 resize_64_fs0.9_is0.75\frame1765202877_det744_448_77118.png,10
C:\Users\Minko\Desktop\DP\VisionPilot-XR\dataset\10 resize_64_fs0.9_is0.75\frame1765202877_det757_451_77335.png,10
C:\Users\Minko\Desktop\DP\VisionPilot-XR\dataset\10 resize_64_fs0.9_is0.75\frame1765202877_det759_445_77221.png,10
C:\Users\Minko\Desktop\DP\VisionPilot-XR\dataset\10 resize_64_fs0.9_is0.75\frame1765202877_det769_438_77690.png,10
C:\Users\Minko\Desktop\DP\VisionPilot-XR\dataset\10 resize_64_fs0.9_is0.75\frame1765202877_det769_449_77561.png,10
C:\Users\Minko\Desktop\DP\VisionPilot-XR\dataset\10 resize_64_fs0.9_is0.75\frame1765202877_det769_452_77441.png,10
C:\Users\Minko\Desktop\DP\VisionPilot-XR\dataset\10 resize_64_fs0.9_is0.75\frame1765202877_det780_427_77804.png,10
C:\Users\Minko\Desktop\DP\VisionPilot-XR\dataset\10 resize_64_fs0.9_is0.75\frame1765202877_det787_423_77934.png,10
C:\Users\Minko\Desktop\DP\VisionPilot-XR\dataset\10 resize_64_fs0.9_is0.75\frame1765202878_det785_419_78306.png,10
C:\Users\Minko\Desktop\DP\VisionPilot-XR\dataset\10 resize_64_fs0.9_is0.75\frame1765202878_det787_423_78189.png,10
C:\Users\Minko\Desktop\DP\VisionPilot-XR\dataset\10 resize_64_fs0.9_is0.75\frame1765202878_det788_423_78070.png,10
C:\Users\Minko\Desktop\DP\VisionPilot-XR\dataset\10 resize_64_fs0.9_is0.75\frame1765202878_det796_397_78765.png,10
C:\Users\Minko\Desktop\DP\VisionPilot-XR\dataset\10 resize_64_fs0.9_is0.75\frame1765202878_det798_406_78646.png,10
C:\Users\Minko\Desktop\DP\VisionPilot-XR\dataset\10 resize_64_fs0.9_is0.75\frame1765202878_det801_406_78524.png,10
C:\Users\Minko\Desktop\DP\VisionPilot-XR\dataset\10 resize_64_fs0.9_is0.75\frame1765202878_det803_396_78873.png,10
C:\Users\Minko\Desktop\DP\VisionPilot-XR\dataset\10 resize_64_fs0.9_is0.75\frame1765202878_det803_416_78409.png,10
C:\Users\Minko\Desktop\DP\VisionPilot-XR\dataset\10 resize_64_fs0.9_is0.75\frame1765202879_det723_366_79986.png,10
C:\Users\Minko\Desktop\DP\VisionPilot-XR\dataset\10 resize_64_fs0.9_is0.75\frame1765202879_det738_361_79876.png,10
C:\Users\Minko\Desktop\DP\VisionPilot-XR\dataset\10 resize_64_fs0.9_is0.75\frame1765202879_det744_363_79768.png,10
C:\Users\Minko\Desktop\DP\VisionPilot-XR\dataset\10 resize_64_fs0.9_is0.75\frame1765202879_det752_367_79640.png,10
C:\Users\Minko\Desktop\DP\VisionPilot-XR\dataset\10 resize_64_fs0.9_is0.75\frame1765202879_det775_368_79514.png,10
C:\Users\Minko\Desktop\DP\VisionPilot-XR\dataset\10 resize_64_fs0.9_is0.75\frame1765202879_det781_381_79274.png,10
C:\Users\Minko\Desktop\DP\VisionPilot-XR\dataset\10 resize_64_fs0.9_is0.75\frame1765202879_det784_376_79396.png,10
C:\Users\Minko\Desktop\DP\VisionPilot-XR\dataset\10 resize_64_fs0.9_is0.75\frame1765202879_det789_384_79134.png,10
C:\Users\Minko\Desktop\DP\VisionPilot-XR\dataset\10 resize_64_fs0.9_is0.75\frame1765202879_det795_392_79006.png,10
C:\Users\Minko\Desktop\DP\VisionPilot-XR\dataset\10 resize_64_fs0.9_is0.75\frame1765202880_det656_350_80847.png,10
C:\Users\Minko\Desktop\DP\VisionPilot-XR\dataset\10 resize_64_fs0.9_is0.75\frame1765202880_det658_357_80988.png,10
C:\Users\Minko\Desktop\DP\VisionPilot-XR\dataset\10 resize_64_fs0.9_is0.75\frame1765202880_det674_350_80730.png,10
C:\Users\Minko\Desktop\DP\VisionPilot-XR\dataset\10 resize_64_fs0.9_is0.75\frame1765202880_det679_362_80453.png,10
C:\Users\Minko\Desktop\DP\VisionPilot-XR\dataset\10 resize_64_fs0.9_is0.75\frame1765202880_det681_356_80576.png,10
C:\Users\Minko\Desktop\DP\VisionPilot-XR\dataset\10 resize_64_fs0.9_is0.75\frame1765202880_det686_359_80325.png,10
C:\Users\Minko\Desktop\DP\VisionPilot-XR\dataset\10 resize_64_fs0.9_is0.75\frame1765202880_det699_362_80228.png,10
C:\Users\Minko\Desktop\DP\VisionPilot-XR\dataset\10 resize_64_fs0.9_is0.75\frame1765202880_det707_365_80105.png,10
C:\Users\Minko\Desktop\DP\VisionPilot-XR\dataset\10 resize_64_fs0.9_is0.75\frame1765202881_det633_388_81879.png,10
C:\Users\Minko\Desktop\DP\VisionPilot-XR\dataset\10 resize_64_fs0.9_is0.75\frame1765202881_det641_393_81979.png,10
C:\Users\Minko\Desktop\DP\VisionPilot-XR\dataset\10 resize_64_fs0.9_is0.75\frame1765202881_det660_385_81773.png,10
C:\Users\Minko\Desktop\DP\VisionPilot-XR\dataset\10 resize_64_fs0.9_is0.75\frame1765202881_det669_360_81099.png,10
C:\Users\Minko\Desktop\DP\VisionPilot-XR\dataset\10 resize_64_fs0.9_is0.75\frame1765202881_det669_385_81667.png,10
C:\Users\Minko\Desktop\DP\VisionPilot-XR\dataset\10 resize_64_fs0.9_is0.75\frame1765202881_det671_366_81213.png,10
C:\Users\Minko\Desktop\DP\VisionPilot-XR\dataset\10 resize_64_fs0.9_is0.75\frame1765202881_det677_370_81320.png,10
C:\Users\Minko\Desktop\DP\VisionPilot-XR\dataset\10 resize_64_fs0.9_is0.75\frame1765202881_det678_380_81554.png,10
C:\Users\Minko\Desktop\DP\VisionPilot-XR\dataset\10 resize_64_fs0.9_is0.75\frame1765202881_det680_373_81437.png,10
C:\Users\Minko\Desktop\DP\VisionPilot-XR\dataset\10 resize_64_fs0.9_is0.75\frame1765202882_det578_422_82811.png,10
C:\Users\Minko\Desktop\DP\VisionPilot-XR\dataset\10 resize_64_fs0.9_is0.75\frame1765202882_det584_421_82707.png,10
C:\Users\Minko\Desktop\DP\VisionPilot-XR\dataset\10 resize_64_fs0.9_is0.75\frame1765202882_det587_422_82933.png,10
C:\Users\Minko\Desktop\DP\VisionPilot-XR\dataset\10 resize_64_fs0.9_is0.75\frame1765202882_det612_417_82613.png,10
C:\Users\Minko\Desktop\DP\VisionPilot-XR\dataset\10 resize_64_fs0.9_is0.75\frame1765202882_det641_415_82520.png,10
C:\Users\Minko\Desktop\DP\VisionPilot-XR\dataset\10 resize_64_fs0.9_is0.75\frame1765202882_det648_400_82091.png,10
C:\Users\Minko\Desktop\DP\VisionPilot-XR\dataset\10 resize_64_fs0.9_is0.75\frame1765202882_det648_414_82405.png,10
C:\Users\Minko\Desktop\DP\VisionPilot-XR\dataset\10 resize_64_fs0.9_is0.75\frame1765202882_det649_412_82296.png,10
C:\Users\Minko\Desktop\DP\VisionPilot-XR\dataset\10 resize_64_fs0.9_is0.75\frame1765202882_det652_407_82195.png,10
C:\Users\Minko\Desktop\DP\VisionPilot-XR\dataset\10 resize_64_fs0.9_is0.75\frame1765202883_det549_426_83944.png,10
C:\Users\Minko\Desktop\DP\VisionPilot-XR\dataset\10 resize_64_fs0.9_is0.75\frame1765202883_det550_433_83830.png,10
C:\Users\Minko\Desktop\DP\VisionPilot-XR\dataset\10 resize_64_fs0.9_is0.75\frame1765202883_det567_436_83724.png,10
C:\Users\Minko\Desktop\DP\VisionPilot-XR\dataset\10 resize_64_fs0.9_is0.75\frame1765202883_det585_430_83623.png,10
C:\Users\Minko\Desktop\DP\VisionPilot-XR\dataset\10 resize_64_fs0.9_is0.75\frame1765202883_det593_431_83284.png,10
C:\Users\Minko\Desktop\DP\VisionPilot-XR\dataset\10 resize_64_fs0.9_is0.75\frame1765202883_det594_422_83045.png,10
C:\Users\Minko\Desktop\DP\VisionPilot-XR\dataset\10 resize_64_fs0.9_is0.75\frame1765202883_det595_433_83401.png,10
C:\Users\Minko\Desktop\DP\VisionPilot-XR\dataset\10 resize_64_fs0.9_is0.75\frame1765202883_det599_424_83174.png,10
C:\Users\Minko\Desktop\DP\VisionPilot-XR\dataset\10 resize_64_fs0.9_is0.75\frame1765202883_det604_433_83519.png,10
C:\Users\Minko\Desktop\DP\VisionPilot-XR\dataset\10 resize_64_fs0.9_is0.75\frame1765202884_det522_422_84635.png,10
C:\Users\Minko\Desktop\DP\VisionPilot-XR\dataset\10 resize_64_fs0.9_is0.75\frame1765202884_det523_419_84527.png,10
C:\Users\Minko\Desktop\DP\VisionPilot-XR\dataset\10 resize_64_fs0.9_is0.75\frame1765202884_det528_419_84747.png,10
C:\Users\Minko\Desktop\DP\VisionPilot-XR\dataset\10 resize_64_fs0.9_is0.75\frame1765202884_det530_417_84402.png,10
C:\Users\Minko\Desktop\DP\VisionPilot-XR\dataset\10 resize_64_fs0.9_is0.75\frame1765202884_det534_416_84281.png,10
C:\Users\Minko\Desktop\DP\VisionPilot-XR\dataset\10 resize_64_fs0.9_is0.75\frame1765202884_det538_419_84864.png,10
C:\Users\Minko\Desktop\DP\VisionPilot-XR\dataset\10 resize_64_fs0.9_is0.75\frame1765202884_det539_418_84170.png,10
C:\Users\Minko\Desktop\DP\VisionPilot-XR\dataset\10 resize_64_fs0.9_is0.75\frame1765202884_det541_419_84984.png,10
C:\Users\Minko\Desktop\DP\VisionPilot-XR\dataset\10 resize_64_fs0.9_is0.75\frame1765202884_det544_419_84067.png,10
C:\Users\Minko\Desktop\DP\VisionPilot-XR\dataset\10 resize_64_fs0.9_is0.75\frame1765202885_det510_411_85920.png,10
C:\Users\Minko\Desktop\DP\VisionPilot-XR\dataset\10 resize_64_fs0.9_is0.75\frame1765202885_det518_420_85818.png,10
C:\Users\Minko\Desktop\DP\VisionPilot-XR\dataset\10 resize_64_fs0.9_is0.75\frame1765202885_det518_421_85616.png,10
C:\Users\Minko\Desktop\DP\VisionPilot-XR\dataset\10 resize_64_fs0.9_is0.75\frame1765202885_det519_418_85312.png,10
C:\Users\Minko\Desktop\DP\VisionPilot-XR\dataset\10 resize_64_fs0.9_is0.75\frame1765202885_det519_422_85514.png,10
C:\Users\Minko\Desktop\DP\VisionPilot-XR\dataset\10 resize_64_fs0.9_is0.75\frame1765202885_det520_420_85721.png,10
C:\Users\Minko\Desktop\DP\VisionPilot-XR\dataset\10 resize_64_fs0.9_is0.75\frame1765202885_det521_422_85420.png,10
C:\Users\Minko\Desktop\DP\VisionPilot-XR\dataset\10 resize_64_fs0.9_is0.75\frame1765202885_det523_417_85219.png,10
C:\Users\Minko\Desktop\DP\VisionPilot-XR\dataset\10 resize_64_fs0.9_is0.75\frame1765202885_det536_421_85112.png,10
C:\Users\Minko\Desktop\DP\VisionPilot-XR\dataset\10 resize_64_fs0.9_is0.75\frame1765202886_det473_404_86247.png,10
C:\Users\Minko\Desktop\DP\VisionPilot-XR\dataset\10 resize_64_fs0.9_is0.75\frame1765202886_det478_404_86351.png,10
C:\Users\Minko\Desktop\DP\VisionPilot-XR\dataset\10 resize_64_fs0.9_is0.75\frame1765202886_det481_408_86141.png,10
C:\Users\Minko\Desktop\DP\VisionPilot-XR\dataset\10 resize_64_fs0.9_is0.75\frame1765202886_det490_406_86031.png,10
C:\Users\Minko\Desktop\DP\VisionPilot-XR\dataset\10 resize_64_fs0.9_is0.75\frame1765202886_det502_408_86459.png,10
C:\Users\Minko\Desktop\DP\VisionPilot-XR\dataset\10 resize_64_fs0.9_is0.75\frame1765202886_det535_403_86575.png,10
C:\Users\Minko\Desktop\DP\VisionPilot-XR\dataset\10 resize_64_fs0.9_is0.75\frame1765202886_det581_412_86690.png,10
C:\Users\Minko\Desktop\DP\VisionPilot-XR\dataset\10 resize_64_fs0.9_is0.75\frame1765202886_det616_444_86801.png,10
C:\Users\Minko\Desktop\DP\VisionPilot-XR\dataset\10 resize_64_fs0.9_is0.75\frame1765202886_det653_435_86922.png,10
C:\Users\Minko\Desktop\DP\VisionPilot-XR\dataset\10 resize_64_fs0.9_is0.75\frame1765202888_det904_391_88502.png,10
C:\Users\Minko\Desktop\DP\VisionPilot-XR\dataset\10 resize_64_fs0.9_is0.75\frame1765202889_det965_358_89102.png,10
C:\Users\Minko\Desktop\DP\VisionPilot-XR\dataset\10 resize_64_fs0.9_is0.75\frame1765202891_det907_386_91915.png,10
C:\Users\Minko\Desktop\DP\VisionPilot-XR\dataset\10 resize_64_fs0.9_is0.75\frame1765202892_det768_280_92966.png,10
C:\Users\Minko\Desktop\DP\VisionPilot-XR\dataset\10 resize_64_fs0.9_is0.75\frame1765202892_det774_293_92865.png,10
C:\Users\Minko\Desktop\DP\VisionPilot-XR\dataset\10 resize_64_fs0.9_is0.75\frame1765202892_det789_309_92761.png,10
C:\Users\Minko\Desktop\DP\VisionPilot-XR\dataset\10 resize_64_fs0.9_is0.75\frame1765202892_det810_322_92659.png,10
C:\Users\Minko\Desktop\DP\VisionPilot-XR\dataset\10 resize_64_fs0.9_is0.75\frame1765202892_det843_344_92539.png,10
C:\Users\Minko\Desktop\DP\VisionPilot-XR\dataset\10 resize_64_fs0.9_is0.75\frame1765202892_det860_358_92437.png,10
C:\Users\Minko\Desktop\DP\VisionPilot-XR\dataset\10 resize_64_fs0.9_is0.75\frame1765202892_det889_367_92117.png,10
C:\Users\Minko\Desktop\DP\VisionPilot-XR\dataset\10 resize_64_fs0.9_is0.75\frame1765202892_det895_372_92015.png,10
C:\Users\Minko\Desktop\DP\VisionPilot-XR\dataset\10 resize_64_fs0.9_is0.75\frame1765202892_det901_355_92328.png,10
C:\Users\Minko\Desktop\DP\VisionPilot-XR\dataset\10 resize_64_fs0.9_is0.75\frame1765202892_det903_351_92219.png,10
C:\Users\Minko\Desktop\DP\VisionPilot-XR\dataset\10 resize_64_fs0.9_is0.75\frame1765202893_det715_351_93783.png,10
